id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147200, Deep Fried Mozzarella Cheese Sticks, mozzarella cheese, 16, ounces, , 1469.6377, 123.4677, 61.5071, 81.0569, , , 
149004, Allergy-Safe Chomeur Pudding, canola oil, 1/4, cup, , 481.78, 0.0, 0.0, 54.5, , , 
149004, Allergy-Safe Chomeur Pudding, salt, 1/2, teaspoon, , -, -, -, -, , , 
149004, Allergy-Safe Chomeur Pudding, baking powder, 2, tablespoons, , 14.628, 7.6452, 0.0, 0.0, , , 
149004, Allergy-Safe Chomeur Pudding, brown sugar, 2, cups, , 1672.0, 431.596, 0.528, 0.0, , , 
149004, Allergy-Safe Chomeur Pudding, water, 2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
149004, Allergy-Safe Chomeur Pudding, oat flour, 1, teaspoon, , 8.7533, 1.4235, 0.3176, 0.1976, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149006, Lavender Lemonade, lavender flower be, 1/4, cup, , -, -, -, -, , , 
149006, Lavender Lemonade, lemon juice, 1/2, cup, , 26.84, 8.418, 0.42700000000000005, 0.2928, , , 
149006, Lavender Lemonade, sugar, 1/2, cup, , 402.99, 100.79799999999999, 0.0, 0.0, , , 
149006, Lavender Lemonade, water, 8, cups, , 0.0, 0.0, 0.0, 0.0, , , 
149006, Lavender Lemonade, hibiscus, 1/3, cup, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149007, Double Dark Brownie Dip, date, 2, , soaked drained, 829.08, 220.5882, 7.202999999999999, 1.1466, , , 
149007, Double Dark Brownie Dip, black bean, 2, cups, cooked drained rinsed, 1323.08, 241.9568, 83.80799999999999, 5.5096, , , 
149007, Double Dark Brownie Dip, cashew butter, 3, tablespoons, , 281.76, 13.2336, 8.4288, 23.7168, , , 
149007, Double Dark Brownie Dip, almond milk, 1/4, cup, unsweetened, 22.8, 3.9539999999999997, 0.252, 0.624, , , 
149007, Double Dark Brownie Dip, cocoa powder, 1/4, cup, unsweetened, 49.02, 12.4485, 4.2139999999999995, 2.9455, , , 
149007, Double Dark Brownie Dip, vanilla extract, 1, teaspoon, , 12.095999999999998, 0.5313, 0.0025, 0.0025, , , 
149007, Double Dark Brownie Dip, coconut sugar, 1/4, cup, , -, -, -, -, , , 
149007, Double Dark Brownie Dip, nutmeg, 1/4, teaspoon, , 2.8875, 0.2711, 0.0321, 0.1997, , , 
149007, Double Dark Brownie Dip, sea salt, 1, pinch, , -, -, -, -, , , 
149007, Double Dark Brownie Dip, chocolate chip, 2, tablespoons, , -, -, -, -, , , 
149007, Double Dark Brownie Dip, walnut, 2, tablespoons, chopped, 240.44799999999998, 0.0, 0.0, 27.2, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149008, Small-Batch Blueberry Butter, wild blueberry, 1 1/2, cups, , -, -, -, -, , , 
149008, Small-Batch Blueberry Butter, granny smith apple, 2, , peeled cored diced, 193.72, 45.4574, 1.4696, 0.6346, , , 
149008, Small-Batch Blueberry Butter, vanilla sugar, 1, cup, , -, -, -, -, , , 
149008, Small-Batch Blueberry Butter, vanilla bean, 1, , , 12.095999999999998, 0.5313, 0.0025, 0.0025, , , 
149008, Small-Batch Blueberry Butter, salt, 1, pinch, , -, -, -, -, , , 
149008, Small-Batch Blueberry Butter, allspice, 1/4, teaspoon, , 1.2492, 0.3426, 0.0289, 0.0413, , , 
149008, Small-Batch Blueberry Butter, nutmeg, 1, pinch, , 0.7219, 0.0678, 0.008, 0.0499, , , 
149008, Small-Batch Blueberry Butter, water, 1/4, cup, , 0.0, 0.0, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149010, Garlic Vinaigrette, extra virgin olive oil, 2/3, cup, , -, -, -, -, , , 
149010, Garlic Vinaigrette, apple cider vinegar, 1/4, cup, , -, -, -, -, , , 
149010, Garlic Vinaigrette, white sugar, 1, teaspoon, , 16.254, 4.1992, 0.0, 0.0, , , 
149010, Garlic Vinaigrette, dijon mustard, 1, teaspoon, , -, -, -, -, , , 
149010, Garlic Vinaigrette, garlic, 1, clove, minced, 4.47, 0.9918, 0.1908, 0.015, , , 
149010, Garlic Vinaigrette, salt, 1/2, teaspoon, , -, -, -, -, , , 
149010, Garlic Vinaigrette, black pepper, , , ground, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149013, Chewy Granola, oat, 6, cups, rolled, 1387.44, 373.4808, 97.572, 39.6492, , , 
149013, Chewy Granola, almond, 1, cup, sliced slivered, 1927.12, 0.0, 0.0, 218.0, , , 
149013, Chewy Granola, pecan, 2, cups, , 572.6933, 107.32799999999999, 11.7867, 12.064, , , 
149013, Chewy Granola, cinnamon, 4, teaspoons, , -, -, -, -, , , 
149013, Chewy Granola, splenda brown sugar, 6, tablespoons, blend, -, -, -, -, , , 
149013, Chewy Granola, sugar maple syrup, 1, cup, free, -, -, -, -, , , 
149013, Chewy Granola, vegetable oil, 1/2, cup, , 939.58, 0.0, 0.0, 109.0, , , 
149013, Chewy Granola, vanilla extract, 2, teaspoons, , 24.191999999999997, 1.0626, 0.005, 0.005, , , 
149013, Chewy Granola, raisin, 2, cups, , 996.6, 262.416, 11.187000000000001, 1.518, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149014, Beta to Omega Soup, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
149014, Beta to Omega Soup, onion, 1 1/2, 1/2, diced sweet, 90.0, 21.015, 2.475, 0.225, , , 
149014, Beta to Omega Soup, garlic clove, 3, , minced, 13.41, 2.9754, 0.5724, 0.045, , , 
149014, Beta to Omega Soup, celery, 3, stalks, diced, 30.72, 5.7024, 1.3248, 0.3264, , , 
149014, Beta to Omega Soup, carrot, 3, , sliced, 88.56, 20.6928, 2.0088, 0.5184, , , 
149014, Beta to Omega Soup, potato, 1, , peeled diced sweet, -, -, -, -, , , 
149014, Beta to Omega Soup, white wine, 1/2, cup, , -, -, -, -, , , 
149014, Beta to Omega Soup, tomato juice, 1, cup, diced diced, 41.31, 8.5779, 2.0655, 0.7047, , , 
149014, Beta to Omega Soup, vegetable broth, 5, cups, low sodium, 811.8, 131.61, 29.766, 19.188, , , 
149014, Beta to Omega Soup, bay leaf, 1, , , -, -, -, -, , , 
149014, Beta to Omega Soup, thyme, 2, teaspoons, dried, 1.6159999999999999, 0.3912, 0.08900000000000001, 0.0269, , , 
149014, Beta to Omega Soup, basil, 2, teaspoons, dried, 0.4063, 0.0468, 0.0556, 0.0113, , , 
149014, Beta to Omega Soup, oregano, 1, teaspoon, dried, 2.65, 0.6892, 0.09, 0.0428, , , 
149014, Beta to Omega Soup, parsley, 2, teaspoons, dried, 0.9, 0.1582, 0.0743, 0.0198, , , 
149014, Beta to Omega Soup, rosemary, 1, teaspoon, dried, 0.917, 0.1449, 0.0232, 0.040999999999999995, , , 
149014, Beta to Omega Soup, ancho chile powder, 1/4, teaspoon, dried, -, -, -, -, , , 
149014, Beta to Omega Soup, green bean, 1/2, cups, chopped, 15.5, 3.485, 0.915, 0.11, , , 
149014, Beta to Omega Soup, black soybean, 1, can, drained rinsed, -, -, -, -, , , 
149014, Beta to Omega Soup, baby spinach, 5, ounces, , 32.6019, 5.1454, 4.053999999999999, 0.5528, , , 
149014, Beta to Omega Soup, wheat rotini, 2/3, cup, , -, -, -, -, , , 
149014, Beta to Omega Soup, lemon zest, 1/2, , , -, -, -, -, , , 
149014, Beta to Omega Soup, lemon juice, 1, teaspoon, , 1.1183, 0.3508, 0.0178, 0.0122, , , 
149014, Beta to Omega Soup, salt pepper, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149015, BBQ Tomatoes, tomato, 2, , ripe, 56.58, 12.546, 2.952, 0.49200000000000005, , , 
149015, BBQ Tomatoes, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
149015, BBQ Tomatoes, garlic, 1/2, teaspoon, chopped, 2.086, 0.4628, 0.08900000000000001, 0.006999999999999999, , , 
149015, BBQ Tomatoes, salt black pepper, , , ground, -, -, -, -, , , 
149015, BBQ Tomatoes, thyme leaf, 1, teaspoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149016, Vegepate, sunflower seed, 1, cup, grounded, 268.64, 9.2, 9.5588, 23.6716, , , 
149016, Vegepate, wheat flour, 1/2, cup, , 204.0, 43.181999999999995, 7.926, 1.5, , , 
149016, Vegepate, nutritional yeast, 1/2, cup, , 266.4, 29.4048, 34.3872, 1.296, , , 
149016, Vegepate, onion, 1, , minced, 60.0, 14.01, 1.65, 0.15, , , 
149016, Vegepate, lemon juice, 2, tablespoons, , 6.71, 2.1045, 0.1067, 0.0732, , , 
149016, Vegepate, potato, 1, , grated raw, -, -, -, -, , , 
149016, Vegepate, margarine, 1/2, cup, , 811.0319999999999, 1.0152, 1.0152, 90.804, , , 
149016, Vegepate, hot water, 1 1/2, 1/2, , 0.0, 0.0, 0.0, 0.0, , , 
149016, Vegepate, thyme, , , , -, -, -, -, , , 
149016, Vegepate, basil, , , , -, -, -, -, , , 
149016, Vegepate, sage, , , , -, -, -, -, , , 
149016, Vegepate, salt, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149011, Good for You Berry Ice Pops, paper, 12, , waxed, -, -, -, -, , , 
149011, Good for You Berry Ice Pops, wooden, 12, , , -, -, -, -, , , 
149011, Good for You Berry Ice Pops, cherry juice, 2, cups, , -, -, -, -, , , 
149011, Good for You Berry Ice Pops, orange juice, 1/2, cup, squeezed, 55.8, 12.895999999999999, 0.868, 0.248, , , 
149011, Good for You Berry Ice Pops, beet juice, 1/2, cup, , -, -, -, -, , , 
149011, Good for You Berry Ice Pops, honey, 2, tablespoons, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149012, Oven Wild Rice, wild rice, 2, cups, , 1142.4, 239.68, 47.136, 3.4560000000000004, , , 
149012, Oven Wild Rice, water, 6, cups, , 0.0, 0.0, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149009, Lemon Sesame Bars With Raspberry Glaze, vegan margarine, 3, tablespoons, , -, -, -, -, , , 
149009, Lemon Sesame Bars With Raspberry Glaze, sugar, 1/4, cup, , 201.495, 50.398999999999994, 0.0, 0.0, , , 
149009, Lemon Sesame Bars With Raspberry Glaze, white wheat flour, 3/4, cup, , 341.25, 71.5406, 9.6844, 0.9188, , , 
149009, Lemon Sesame Bars With Raspberry Glaze, sesame seed, 2, tablespoons, toasted, 171.0, 7.857, 5.343, 14.4, , , 
149009, Lemon Sesame Bars With Raspberry Glaze, lemon zest, 1, , , -, -, -, -, , , 
149009, Lemon Sesame Bars With Raspberry Glaze, lemon juice, 1, teaspoon, , 1.1183, 0.3508, 0.0178, 0.0122, , , 
149009, Lemon Sesame Bars With Raspberry Glaze, salt, 1, pinch, , -, -, -, -, , , 
149009, Lemon Sesame Bars With Raspberry Glaze, fruit raspberry jam, 2, teaspoons, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149017, Cherry-Vanilla Rhubarb Butter, rhubarb, 4, , cut, 102.48, 22.1552, 4.3919999999999995, 0.976, , , 
149017, Cherry-Vanilla Rhubarb Butter, sugar, 3 1/2, cups, , 2820.93, 705.586, 0.0, 0.0, , , 
149017, Cherry-Vanilla Rhubarb Butter, cherry juice, 3/4, cup, , -, -, -, -, , , 
149017, Cherry-Vanilla Rhubarb Butter, lemon juice, 2, tablespoons, , 6.71, 2.1045, 0.1067, 0.0732, , , 
149017, Cherry-Vanilla Rhubarb Butter, vanilla extract, 1/2, tablespoon, , 18.72, 0.8222, 0.0039, 0.0039, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149018, Great Morning Smoothie, almond milk, 1, cup, , 91.2, 15.815999999999999, 1.008, 2.496, , , 
149018, Great Morning Smoothie, prune, 1/4, cup, pitted, 61.425, 16.262999999999998, 0.509, 0.11699999999999999, , , 
149018, Great Morning Smoothie, banana, 1, , , 200.25, 51.39, 2.4525, 0.7425, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149019, Freezer Strawberry Jam, strawberry, 1, quart, , -, -, -, -, , , 
149019, Freezer Strawberry Jam, sugar, 4, cups, , 3223.92, 806.3839999999999, 0.0, 0.0, , , 
149019, Freezer Strawberry Jam, water, 3/4, cup, , 0.0, 0.0, 0.0, 0.0, , , 
149019, Freezer Strawberry Jam, fruit pectin, 1, box, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149020, Red Nasturtium Oil, nasturtium petal, 2, cups, used, -, -, -, -, , , 
149020, Red Nasturtium Oil, safflower oil, 1, cup, , 1927.12, 0.0, 0.0, 218.0, , , 
149020, Red Nasturtium Oil, garlic clove, 1, , skinned, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149021, Roasted Fennel, fennel bulb, 2, , , -, -, -, -, , , 
149021, Roasted Fennel, red potato, 2, , cubed, -, -, -, -, , , 
149021, Roasted Fennel, red bell pepper, 1, , , -, -, -, -, , , 
149021, Roasted Fennel, red onion, 1, , cut, 28.0, 6.537999999999999, 0.77, 0.07, , , 
149021, Roasted Fennel, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
149021, Roasted Fennel, basil, 1/2, teaspoon, dried, 0.1016, 0.0117, 0.0139, 0.0028, , , 
149021, Roasted Fennel, marjoram, 1/2, teaspoon, dried, 0.813, 0.1817, 0.038, 0.0211, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149022, Lemon Asparagus II, asparagus, 12, , , 1088.623, 211.1929, 119.7485, 6.5317, , , 
149022, Lemon Asparagus II, lemon, 1/2, , , 0.6404, 0.2058, 0.0243, 0.0066, , , 
149022, Lemon Asparagus II, oregano, 1/2, teaspoon, , 1.325, 0.3446, 0.045, 0.0214, , , 
149022, Lemon Asparagus II, salt pepper, , , , -, -, -, -, , , 
149022, Lemon Asparagus II, butter, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149023, Southern Scream, southern comfort, 1 1/2, 1/2, , 37.825, 0.0, 8.415, 0.2125, , , 
149023, Southern Scream, cranberry juice, , , , -, -, -, -, , , 
149023, Southern Scream, lime wedge, , , , 37.825, 0.0, 8.415, 0.2125, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149028, Spa Special Smoothie, grapefruit juice, 1/4, cup, squeezed, 24.0825, 5.681, 0.3088, 0.0618, , , 
149028, Spa Special Smoothie, tofu, 1/4, cup, soft, 90.72, 1.7514, 10.8801, 5.4936, , , 
149028, Spa Special Smoothie, blueberry, 1/4, cup, , 21.09, 5.3613, 0.2738, 0.1221, , , 
149028, Spa Special Smoothie, strawberry, 3, strawberries, , -, -, -, -, , , 
149028, Spa Special Smoothie, herb, 1, teaspoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149029, Beet Chips With Lime Salt, fine sea salt, 2/3, cup, , -, -, -, -, , , 
149029, Beet Chips With Lime Salt, lime zest, 4, , grated, -, -, -, -, , , 
149029, Beet Chips With Lime Salt, beet, 8, , peeled sliced, -, -, -, -, , , 
149029, Beet Chips With Lime Salt, vegetable oil, 4, cups, , 7516.64, 0.0, 0.0, 872.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149030, Sunday Dinner Veggies on a Baking Stone, potato, 2, , peeled cut, -, -, -, -, , , 
149030, Sunday Dinner Veggies on a Baking Stone, carrot, 4, , peeled cooked, 100.04, 23.3752, 2.2692, 0.5856, , , 
149030, Sunday Dinner Veggies on a Baking Stone, parsnip, 2, , peeled cooked cut, 199.5, 47.8534, 3.1919999999999997, 0.7979999999999999, , , 
149030, Sunday Dinner Veggies on a Baking Stone, onion, 2, , peeled cut sprinkled, 88.0, 20.548000000000002, 2.42, 0.22, , , 
149030, Sunday Dinner Veggies on a Baking Stone, garlic, 1, , sprinkled, 4.47, 0.9918, 0.1908, 0.015, , , 
149030, Sunday Dinner Veggies on a Baking Stone, mushroom, 6, , , -, -, -, -, , , 
149030, Sunday Dinner Veggies on a Baking Stone, salt pepper, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), beer, 1/2, cup, , -, -, -, -, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), barbecue sauce, 1/2, cup, , 209.16, 23.3313, 16.4216, 5.5029, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), maple syrup, 1/2, cup, , 409.5, 105.588, 0.063, 0.0945, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), water, 5, cups, , 0.0, 0.0, 0.0, 0.0, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), butternut squash, 1, , , -, -, -, -, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), carrot, 1, , , 29.52, 6.8976, 0.6696, 0.1728, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), parsnip, 1, , , -, -, -, -, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), potato, 8, , , -, -, -, -, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), red onion, 1, , , -, -, -, -, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), zucchini, 1, , , 2.31, 0.3421, 0.2981, 0.044000000000000004, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), mushroom, 4, , , -, -, -, -, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), garlic, 12, cloves, , 53.64, 11.9016, 2.2896, 0.18, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), barbecue seasoning, 2, tablespoons, , -, -, -, -, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), vegetable oil, 3, tablespoons, , 351.69599999999997, 0.0, 0.0, 40.8, , , 
149024, SUDS 'N GRUB (Grill-Roasted Root Veggies), beer, 1/2, cup, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149034, Apple Pecan Acorn Squash, acorn squash, 1, , cut seeded, -, -, -, -, , , 
149034, Apple Pecan Acorn Squash, fruit, 1/2, cup, mixed chopped, 12.54, 2.9766, 0.5412, 0.0858, , , 
149034, Apple Pecan Acorn Squash, apple, 1, , cored chopped, 77.48, 20.5769, 0.3874, 0.2533, , , 
149034, Apple Pecan Acorn Squash, pecan, 1/3, cup, toasted chopped, 95.4489, 17.887999999999998, 1.9644, 2.0107, , , 
149034, Apple Pecan Acorn Squash, cinnamon, 1/2, teaspoon, ground, -, -, -, -, , , 
149034, Apple Pecan Acorn Squash, nutmeg, 1/8, teaspoon, ground, 1.4438, 0.1355, 0.0161, 0.0999, , , 
149034, Apple Pecan Acorn Squash, mace, 1/8, teaspoon, ground, 1.0094, 0.1073, 0.0143, 0.0688, , , 
149034, Apple Pecan Acorn Squash, maple syrup, 1/3, cup, , 273.0, 70.392, 0.042, 0.063, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149031, Blueberry Sauce - Topping, blueberry, 2, cups, , 168.72, 42.8904, 2.1904, 0.9768, , , 
149031, Blueberry Sauce - Topping, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
149031, Blueberry Sauce - Topping, sugar, 1/4, cup, , 201.495, 50.398999999999994, 0.0, 0.0, , , 
149031, Blueberry Sauce - Topping, lemon juice zest, 1, , juice, -, -, -, -, , , 
149031, Blueberry Sauce - Topping, cinnamon, 1/8, teaspoon, , -, -, -, -, , , 
149031, Blueberry Sauce - Topping, cardamom, 1/8, teaspoon, , 0.7775, 0.1712, 0.0269, 0.0168, , , 
149031, Blueberry Sauce - Topping, grand marnier, 1/4, cup, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149032, The Best Dipping Sauce, soy sauce, 1/2, cup, low sodium, 67.575, 6.2857, 10.3785, 0.7268, , , 
149032, The Best Dipping Sauce, rice vinegar, 1, teaspoon, , -, -, -, -, , , 
149032, The Best Dipping Sauce, chili oil, 1/2, teaspoon, , -, -, -, -, , , 
149032, The Best Dipping Sauce, sesame oil, 1/2, teaspoon, , 19.89, 0.0, 0.0, 2.25, , , 
149032, The Best Dipping Sauce, green onion, 1, tablespoon, minced, 1.62, 0.3444, 0.0582, 0.0282, , , 
149032, The Best Dipping Sauce, ginger, 2, teaspoons, grated, 12.06, 2.5783, 0.3233, 0.1526, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149033, Wheat Berry Vegetable Salad (Anna Olson), wheat berry, 1, cup, , -, -, -, -, , , 
149033, Wheat Berry Vegetable Salad (Anna Olson), olive oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
149033, Wheat Berry Vegetable Salad (Anna Olson), leek, 1, cup, sliced washed, 54.29, 12.5935, 1.335, 0.267, , , 
149033, Wheat Berry Vegetable Salad (Anna Olson), zucchini, 1, cup, sliced, -, -, -, -, , , 
149033, Wheat Berry Vegetable Salad (Anna Olson), red bell pepper, 1/2, cup, diced, -, -, -, -, , , 
149033, Wheat Berry Vegetable Salad (Anna Olson), pea, 1/2, cup, , 20.58, 3.6995, 1.3719999999999999, 0.098, , , 
149033, Wheat Berry Vegetable Salad (Anna Olson), oregano, 1, tablespoon, chopped, 7.95, 2.0676, 0.27, 0.1284, , , 
149033, Wheat Berry Vegetable Salad (Anna Olson), lemon zest, 1, teaspoon, grated, -, -, -, -, , , 
149033, Wheat Berry Vegetable Salad (Anna Olson), lemon juice, 2, tablespoons, , 6.71, 2.1045, 0.1067, 0.0732, , , 
149033, Wheat Berry Vegetable Salad (Anna Olson), salt pepper, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149025, Chunky Cranberry Relish, pineapple tidbit, 1, can, drained, -, -, -, -, , , 
149025, Chunky Cranberry Relish, cranberry, 2, bags, , -, -, -, -, , , 
149025, Chunky Cranberry Relish, sugar, 2, cups, , 1611.96, 403.19199999999995, 0.0, 0.0, , , 
149025, Chunky Cranberry Relish, water, 2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
149025, Chunky Cranberry Relish, cinnamon, 1, teaspoon, , -, -, -, -, , , 
149025, Chunky Cranberry Relish, vanilla, 1/2, teaspoon, , 6.047999999999999, 0.2656, 0.0013, 0.0013, , , 
149025, Chunky Cranberry Relish, apple, 1, , peeled cored diced, 65.0, 17.2625, 0.325, 0.2125, , , 
